ImageId,num_classes,has_class_1,has_class_2,has_class_3,has_class_4
0002cc93b.jpg,1,1,0,0,0
0007a71bf.jpg,1,0,0,1,0
000a4bcdd.jpg,1,1,0,0,0
000f6bf48.jpg,1,0,0,0,1
0014fce06.jpg,1,0,0,1,0
0025bde0c.jpg,2,0,0,1,1
002af848d.jpg,1,0,0,0,1
002fc4e19.jpg,2,1,1,0,0
0030401a5.jpg,1,0,0,0,1
0046839bd.jpg,1,0,0,1,0
005d86c25.jpg,1,0,0,1,0
005f02e20.jpg,1,0,0,1,0
005f19695.jpg,1,0,0,1,0
008621629.jpg,1,0,0,0,1
0088260da.jpg,1,0,0,1,0
008d0f87b.jpg,1,0,0,1,0
008ef3d74.jpg,2,1,1,0,0
0095cd374.jpg,1,0,0,1,0
00ac8372f.jpg,2,1,1,0,0
00af2671f.jpg,1,0,0,1,0
00bc01bfe.jpg,1,1,0,0,0
00bf8497a.jpg,1,0,0,1,0
00c88fed0.jpg,2,1,1,0,0
00cdb56a0.jpg,1,0,0,1,0
00d639396.jpg,1,0,0,1,0
00e0398ad.jpg,1,0,0,1,0
00ec97699.jpg,1,0,0,1,0
00f1665e6.jpg,1,0,0,1,0
00f6e702c.jpg,1,0,0,1,0
01053d28f.jpg,1,1,0,0,0
010db68d1.jpg,1,1,0,0,0
012a9a4c7.jpg,1,1,0,0,0
012d29df4.jpg,1,0,0,1,0
012f26693.jpg,2,0,0,1,1
01338c0ea.jpg,1,0,0,1,0
0139dd004.jpg,1,0,0,1,0
0141c9bf3.jpg,1,0,0,1,0
0148e9891.jpg,1,0,0,1,0
014ebe543.jpg,1,0,0,1,0
01540cab1.jpg,1,0,0,1,0
01661826d.jpg,1,1,0,0,0
0167a740e.jpg,1,1,0,0,0
016af13d0.jpg,1,0,0,1,0
016efe618.jpg,1,0,0,0,1
01764ee81.jpg,1,0,0,1,0
017c828a1.jpg,1,1,0,0,0
018ccdfed.jpg,1,0,0,0,1
01919944c.jpg,1,0,0,1,0
019f42c2a.jpg,1,0,0,1,0
01a1027ce.jpg,1,0,0,1,0
01afbfa7a.jpg,1,0,0,0,1
01b043500.jpg,1,0,0,1,0
01b492dd6.jpg,1,0,0,1,0
01c3ef286.jpg,1,0,0,1,0
01cf446d4.jpg,1,0,0,1,0
01cfacf80.jpg,2,0,0,1,1
01df77e59.jpg,1,1,0,0,0
01e020dc5.jpg,1,0,0,1,0
01ebe0d32.jpg,1,0,0,1,0
01fd320c9.jpg,1,0,0,1,0
01fd50e68.jpg,1,0,0,1,0
020ff3106.jpg,1,0,0,1,0
0217af9b1.jpg,1,0,0,1,0
0218c0fcc.jpg,1,0,0,0,1
02291e913.jpg,1,0,0,1,0
02431211b.jpg,1,0,0,1,0
025cb9f6e.jpg,1,0,0,1,0
025dc8dc8.jpg,1,0,0,1,0
026183d85.jpg,1,0,1,0,0
02701c239.jpg,1,0,0,1,0
0281aba7b.jpg,1,0,0,1,0
028eb44d1.jpg,1,0,0,1,0
028ed7768.jpg,1,0,0,1,0
0294f23c0.jpg,1,0,0,1,0
02b2d3aa4.jpg,1,1,0,0,0
02b906933.jpg,1,0,0,1,0
02bf279c9.jpg,1,0,0,1,0
02c4655ff.jpg,1,1,0,0,0
02c79bfcb.jpg,1,0,0,1,0
02d18b8a4.jpg,1,0,0,1,0
02d573611.jpg,1,0,0,0,1
02d8c6b30.jpg,1,0,0,1,0
031627893.jpg,1,0,0,1,0
031f334ec.jpg,1,0,0,1,0
0340e13c4.jpg,1,0,0,1,0
03461f8e0.jpg,1,0,0,1,0
034941f9d.jpg,1,0,0,1,0
035021da2.jpg,1,0,0,1,0
0360edfb8.jpg,1,0,0,1,0
036c4e5d2.jpg,1,1,0,0,0
036c7d18c.jpg,1,0,0,1,0
037fca267.jpg,1,0,0,1,0
03860f6a9.jpg,1,0,0,1,0
0386ce84b.jpg,1,0,0,1,0
038f14456.jpg,1,0,0,0,1
0391d44d6.jpg,2,0,0,1,1
039577d49.jpg,1,0,0,1,0
03ab4e3ea.jpg,1,0,0,1,0
03ca4d04c.jpg,1,0,0,1,0
03da79fda.jpg,1,1,0,0,0
03db6bbc3.jpg,2,0,0,1,1
03faf7462.jpg,1,0,0,1,0
04055fd3e.jpg,1,0,0,1,0
0405e7c54.jpg,1,0,1,0,0
04072b39a.jpg,1,0,0,1,0
041187764.jpg,1,0,0,1,0
041a93b6d.jpg,1,0,0,1,0
04246167f.jpg,1,0,0,1,0
0429258ad.jpg,1,1,0,0,0
044700866.jpg,2,0,0,1,1
04594d04e.jpg,1,0,0,1,0
046282f58.jpg,1,0,0,1,0
046c35525.jpg,1,1,0,0,0
047fa15d0.jpg,1,0,0,1,0
048d14d3f.jpg,1,0,0,1,0
0498abd18.jpg,1,0,0,1,0
049bad998.jpg,1,0,0,1,0
04a06d744.jpg,1,0,0,1,0
04a4777e9.jpg,1,0,0,1,0
04a5009fa.jpg,1,0,0,1,0
04ae7853c.jpg,1,0,0,1,0
04c3aade7.jpg,1,0,0,0,1
04d49c95d.jpg,1,0,0,1,0
04e23e414.jpg,1,1,0,0,0
04fa19d59.jpg,1,0,0,0,1
05184e71b.jpg,1,0,0,1,0
0518e79e9.jpg,1,0,0,1,0
051f0d825.jpg,1,0,0,1,0
0526d780c.jpg,1,0,0,1,0
052838084.jpg,1,0,0,1,0
052ac9a54.jpg,1,0,0,1,0
052cc2a0f.jpg,1,0,0,0,1
0534f1b45.jpg,1,0,0,1,0
05396b495.jpg,1,0,0,1,0
053e9a29c.jpg,1,0,0,1,0
054190eb2.jpg,1,0,0,1,0
056e34021.jpg,1,1,0,0,0
05747b10b.jpg,1,0,1,0,0
0576d3847.jpg,1,0,0,1,0
057b89dd5.jpg,1,0,0,1,0
0582ac66c.jpg,1,0,0,0,1
058a1e3b8.jpg,1,0,0,1,0
059000a4f.jpg,1,1,0,0,0
059327fe3.jpg,1,0,0,1,0
05a024a74.jpg,1,0,0,1,0
05d6bccf8.jpg,1,0,0,1,0
05f5e7366.jpg,1,0,0,1,0
0602f0520.jpg,1,0,0,1,0
0603c2340.jpg,1,1,0,0,0
0606395c5.jpg,1,0,0,1,0
060964105.jpg,1,0,1,0,0
060c3159e.jpg,1,0,1,0,0
062167783.jpg,1,0,0,1,0
063571c5c.jpg,1,0,0,1,0
063fa1630.jpg,1,0,0,0,1
0645d69f9.jpg,1,0,0,1,0
066ecd182.jpg,1,0,0,1,0
06713b712.jpg,1,0,0,1,0
068587112.jpg,1,0,0,1,0
068c6c4a9.jpg,1,0,1,0,0
0696cfa05.jpg,1,0,0,1,0
06a01c775.jpg,1,1,0,0,0
06ad83bac.jpg,1,0,0,1,0
06ae96c30.jpg,1,0,0,1,0
06aed81ba.jpg,1,0,0,1,0
06b384e78.jpg,1,0,0,1,0
06b49e34f.jpg,1,0,0,1,0
06d0fbb0c.jpg,1,0,0,1,0
06d3a99cb.jpg,1,0,0,1,0
06e55cb16.jpg,1,0,0,1,0
06e6582af.jpg,1,0,0,1,0
06e6e7a8c.jpg,1,0,0,0,1
06e7b157a.jpg,1,0,0,1,0
06eb2151d.jpg,1,0,0,1,0
06f4583b1.jpg,1,0,0,1,0
06f52f4dd.jpg,1,0,0,1,0
06fb3a6e5.jpg,1,0,0,1,0
0712fbd90.jpg,1,0,0,1,0
0728b2ac9.jpg,1,1,0,0,0
0739e9688.jpg,1,0,0,1,0
07732248e.jpg,2,0,0,1,1
077f0256d.jpg,1,1,0,0,0
079054aa2.jpg,1,0,0,1,0
07a5651ce.jpg,1,0,0,1,0
07ac7620c.jpg,1,1,0,0,0
07b1a9644.jpg,1,0,0,1,0
07b627cb9.jpg,1,0,0,1,0
07ba16aba.jpg,1,0,0,1,0
07ba66beb.jpg,1,1,0,0,0
07c3d6d77.jpg,1,0,1,0,0
07c8ba1d5.jpg,2,0,0,1,1
07c8c77a3.jpg,1,0,0,1,0
07c917711.jpg,1,0,0,1,0
07cb6d544.jpg,1,0,0,1,0
07cbfd1f8.jpg,2,0,0,1,1
07cd0a3e9.jpg,1,0,0,1,0
0803acf1f.jpg,1,0,0,1,0
0808a098b.jpg,1,0,0,1,0
080d6f77f.jpg,1,0,0,1,0
0817e2da4.jpg,1,0,0,1,0
08193cfc8.jpg,1,0,1,0,0
0829af407.jpg,1,1,0,0,0
0832de752.jpg,1,1,0,0,0
0841074c1.jpg,1,0,0,1,0
0842fa725.jpg,1,0,1,0,0
0849ea9f1.jpg,1,0,0,1,0
084e8ba74.jpg,1,0,0,1,0
0858830b6.jpg,1,0,0,1,0
085a9eea6.jpg,1,0,0,1,0
085bcd104.jpg,1,0,0,1,0
08605c0eb.jpg,1,0,0,1,0
08808b1a2.jpg,1,1,0,0,0
08852b69d.jpg,1,0,0,1,0
0888e6a84.jpg,2,0,0,1,1
088a6bb94.jpg,1,0,0,1,0
088aee82e.jpg,1,0,0,1,0
08a1a079b.jpg,2,1,0,1,0
08a8ed239.jpg,1,1,0,0,0
08b10468d.jpg,1,0,0,0,1
08b40a161.jpg,2,0,0,1,1
08b539d11.jpg,1,0,0,1,0
08c2fc120.jpg,1,0,0,1,0
08d5bd03d.jpg,1,0,0,1,0
08d80d51a.jpg,1,0,0,1,0
08de8621d.jpg,1,0,0,1,0
08de8df60.jpg,2,1,0,1,0
08e3aadde.jpg,1,0,0,1,0
08f0b26ac.jpg,1,0,0,1,0
08f5c0997.jpg,1,0,0,1,0
08f9c685f.jpg,2,1,0,1,0
0905fe055.jpg,1,1,0,0,0
090a6a4b5.jpg,1,0,0,1,0
09140dda7.jpg,1,0,0,1,0
091d21109.jpg,1,0,0,1,0
092145f0c.jpg,1,0,0,1,0
092614afe.jpg,1,0,0,0,1
0929b3d8f.jpg,1,0,0,1,0
092f8d365.jpg,1,0,0,1,0
09323504a.jpg,1,0,0,1,0
0934b8bff.jpg,1,1,0,0,0
093ec1c68.jpg,1,0,0,1,0
094fd70ea.jpg,1,0,0,1,0
09552b326.jpg,1,0,0,1,0
096465b41.jpg,1,0,0,1,0
0970201e2.jpg,1,0,0,1,0
09757b84e.jpg,1,0,0,1,0
097e28492.jpg,1,0,0,1,0
097eaf94c.jpg,2,0,0,1,1
0984c380f.jpg,1,0,0,1,0
0986996f0.jpg,1,0,0,1,0
0988e13e7.jpg,1,0,0,1,0
0999e53af.jpg,1,1,0,0,0
099e4e39a.jpg,1,0,0,1,0
09b26a624.jpg,1,0,0,1,0
09b428fe0.jpg,1,1,0,0,0
09c967630.jpg,1,0,0,1,0
09d4ee8a5.jpg,1,0,0,1,0
09d70d8f0.jpg,1,0,0,1,0
09d7dba1b.jpg,1,0,0,1,0
09d84ff22.jpg,1,0,0,1,0
09d87038e.jpg,1,0,0,1,0
09e06e897.jpg,1,0,0,1,0
09e15218c.jpg,1,0,0,1,0
09e75817a.jpg,1,0,0,1,0
09e9c96fd.jpg,1,0,0,1,0
09ee01161.jpg,1,0,0,1,0
09f1605ee.jpg,1,0,0,0,1
0a21ce787.jpg,1,0,0,1,0
0a26aceb2.jpg,1,0,0,1,0
0a37f0a29.jpg,1,0,0,1,0
0a405b396.jpg,1,0,0,1,0
0a4ad45a5.jpg,1,1,0,0,0
0a5cff3a7.jpg,1,0,0,1,0
0a8306bfe.jpg,1,0,0,1,0
0a8cb8ddf.jpg,1,1,0,0,0
0a9a7a6c7.jpg,1,0,0,1,0
